date,time,temperature,cloud_cover,wind,precipitation
2024-11-21,15:00,12.2,Sunny,windy,0.0
2024-11-21,16:00,12.5,Sunny,windy,0.0
2024-11-21,17:00,11.4,Clear,windy,0.0
2024-11-21,18:00,10.3,Partly cloudy,windy,0.0
2024-11-21,19:00,9.0,Partly cloudy,windy,0.0
2024-11-21,20:00,7.8,Partly cloudy,windy,0.0
2024-11-21,21:00,7.0,Partly cloudy,windy,0.0
2024-11-21,22:00,10.2,Partly cloudy,windy,0.0
2024-11-21,23:00,7.3,Overcast,windy,0.0
2024-11-22,00:00,5.3,Overcast,breezy,0.0
2024-11-22,01:00,4.9,Overcast,breezy,0.0
2024-11-22,02:00,4.4,Cloudy,breezy,0.0
2024-11-22,03:00,3.9,Cloudy,breezy,0.0
2024-11-22,04:00,3.5,Cloudy,breezy,0.0
2024-11-22,05:00,3.1,Clear,breezy,0.0
2024-11-22,06:00,2.8,Clear,breezy,0.0
2024-11-22,07:00,2.5,Sunny,breezy,0.0
2024-11-22,08:00,3.3,Sunny,breezy,0.0
2024-11-22,09:00,4.2,Sunny,breezy,0.0
2024-11-22,10:00,5.1,Sunny,windy,0.0
2024-11-22,11:00,5.8,Sunny,windy,0.0
2024-11-22,12:00,6.2,Sunny,windy,0.0
2024-11-22,13:00,6.6,Sunny,windy,0.0
2024-11-22,14:00,6.4,Partly cloudy,windy,0.0
2024-11-22,15:00,6.1,Partly cloudy,windy,0.0
2024-11-22,16:00,5.7,Partly cloudy,breezy,0.0
2024-11-22,17:00,5.7,Overcast,breezy,0.0
2024-11-22,18:00,5.7,Overcast,breezy,0.0
2024-11-22,19:00,5.7,Overcast,breezy,0.0
2024-11-22,20:00,5.5,Overcast,breezy,0.0
2024-11-22,21:00,5.3,Overcast,breezy,0.0
2024-11-22,22:00,5.7,Overcast,breezy,0.0
2024-11-22,23:00,5.1,Overcast,breezy,0.0
2024-11-23,00:00,4.1,Light sleet,windy,0.52
2024-11-23,01:00,3.9,Light sleet,breezy,0.26
2024-11-23,02:00,3.8,Overcast,windy,0.0
2024-11-23,03:00,3.8,Overcast,windy,0.0
2024-11-23,04:00,3.8,Overcast,windy,0.0
2024-11-23,05:00,3.6,Partly cloudy,windy,0.0
2024-11-23,06:00,3.4,Partly cloudy,windy,0.0
2024-11-23,07:00,3.2,Partly cloudy,windy,0.0
2024-11-23,08:00,3.5,Sunny,windy,0.0
2024-11-23,09:00,3.8,Sunny,windy,0.0
2024-11-23,10:00,4.1,Partly cloudy,windy,0.0
2024-11-23,11:00,6.0,Partly cloudy,windy,0.0
2024-11-23,12:00,7.9,Partly cloudy,windy,0.0
2024-11-23,13:00,9.6,Partly cloudy,windy,0.0
2024-11-23,14:00,10.0,Sunny,windy,0.0
2024-11-23,15:00,9.9,Sunny,windy,0.0
2024-11-23,16:00,9.6,Sunny,windy,0.0
2024-11-23,17:00,9.2,Clear,windy,0.0
2024-11-23,18:00,8.9,Cloudy,windy,0.0
2024-11-23,19:00,8.6,Cloudy,windy,0.0
2024-11-23,20:00,8.7,Cloudy,windy,0.0
2024-11-23,21:00,8.9,Cloudy,windy,0.0
2024-11-23,22:00,6.6,Cloudy,windy,0.0
2024-11-23,23:00,7.6,Light sleet,windy,1.04
2024-11-24,00:00,8.1,Clear,windy,0.0
2024-11-24,01:00,7.7,Clear,windy,0.0
2024-11-24,02:00,7.2,Clear,windy,0.0
2024-11-24,03:00,6.7,Clear,windy,0.0
2024-11-24,04:00,6.4,Clear,windy,0.0
2024-11-24,05:00,6.1,Clear,windy,0.0
2024-11-24,06:00,5.9,Clear,windy,0.0
2024-11-24,07:00,5.8,Sunny,windy,0.0
2024-11-24,08:00,6.8,Sunny,windy,0.0
2024-11-24,09:00,7.8,Sunny,windy,0.0
2024-11-24,10:00,8.9,Partly cloudy,windy,0.0
2024-11-24,11:00,9.6,Partly cloudy,windy,0.0
2024-11-24,12:00,10.1,Partly cloudy,windy,0.0
2024-11-24,13:00,10.5,Partly cloudy,windy,0.0
2024-11-24,14:00,11.3,Cloudy,windy,0.0
2024-11-24,15:00,12.0,Cloudy,windy,0.0
2024-11-24,16:00,12.7,Cloudy,windy,0.0
2024-11-24,17:00,11.9,Clear,breezy,0.0
2024-11-24,18:00,10.9,Clear,breezy,0.0
2024-11-24,19:00,9.9,Clear,breezy,0.0
2024-11-24,20:00,8.9,Clear,breezy,0.0
2024-11-24,21:00,8.1,Clear,breezy,0.0
2024-11-24,22:00,8.4,Partly cloudy,calm,0.0
2024-11-24,23:00,7.0,Clear,breezy,0.0
2024-11-25,00:00,5.8,Clear,breezy,0.0
2024-11-25,01:00,5.2,Clear,breezy,0.0
2024-11-25,02:00,4.6,Clear,breezy,0.0
2024-11-25,03:00,4.1,Clear,breezy,0.0
2024-11-25,04:00,3.7,Clear,breezy,0.0
2024-11-25,05:00,3.3,Clear,breezy,0.0
2024-11-25,06:00,2.9,Clear,calm,0.0
2024-11-25,07:00,2.6,Sunny,calm,0.0
2024-11-25,08:00,3.7,Sunny,calm,0.0
2024-11-25,09:00,4.8,Sunny,calm,0.0
2024-11-25,10:00,6.0,Sunny,calm,0.0
2024-11-25,11:00,7.7,Sunny,breezy,0.0
2024-11-25,12:00,9.2,Sunny,breezy,0.0
2024-11-25,13:00,10.4,Sunny,breezy,0.0
2024-11-25,14:00,11.1,Sunny,breezy,0.0
2024-11-25,15:00,11.4,Sunny,breezy,0.0
2024-11-25,16:00,11.6,Sunny,breezy,0.0
2024-11-25,17:00,11.1,Clear,calm,0.0
2024-11-25,18:00,10.5,Clear,calm,0.0
2024-11-25,19:00,9.8,Clear,calm,0.0
2024-11-25,20:00,9.7,Clear,calm,0.0
2024-11-25,21:00,9.8,Clear,breezy,0.0
2024-11-25,22:00,8.3,Clear,breezy,0.0
2024-11-25,23:00,9.5,Clear,breezy,0.0
2024-11-26,00:00,10.4,Partly cloudy,breezy,0.0
2024-11-26,01:00,10.6,Partly cloudy,breezy,0.0
2024-11-26,02:00,11.1,Overcast,breezy,0.0
2024-11-26,03:00,11.5,Overcast,breezy,0.0
2024-11-26,04:00,11.8,Overcast,breezy,0.0
2024-11-26,05:00,12.0,Overcast,breezy,0.0
2024-11-26,06:00,12.0,Overcast,breezy,0.0
2024-11-26,07:00,12.0,Overcast,breezy,0.0
2024-11-26,08:00,12.4,Partly cloudy,breezy,0.0
2024-11-26,09:00,12.7,Partly cloudy,breezy,0.0
2024-11-26,10:00,13.1,Partly cloudy,breezy,0.0
2024-11-26,11:00,12.8,Thundery outbreaks possible,breezy,0.0
2024-11-26,12:00,12.5,Thundery outbreaks possible,breezy,0.0
2024-11-26,13:00,12.1,Thundery outbreaks possible,breezy,0.0
2024-11-26,14:00,13.1,Overcast,breezy,0.0
2024-11-26,15:00,14.1,Overcast,breezy,0.0
2024-11-26,16:00,15.3,Overcast,windy,0.0
2024-11-26,17:00,14.2,Clear,breezy,0.0
2024-11-26,18:00,12.9,Clear,breezy,0.0
2024-11-26,19:00,11.4,Clear,breezy,0.0
2024-11-26,20:00,9.9,Clear,breezy,0.0
2024-11-26,21:00,8.7,Clear,breezy,0.0
2024-11-26,22:00,9.2,Clear,breezy,0.0
2024-11-26,23:00,7.2,Partly cloudy,breezy,0.0
2024-11-27,00:00,6.0,Partly cloudy,breezy,0.0
2024-11-27,01:00,5.6,Partly cloudy,breezy,0.0
2024-11-27,02:00,5.0,Clear,breezy,0.0
2024-11-27,03:00,4.6,Clear,breezy,0.0
2024-11-27,04:00,4.2,Clear,breezy,0.0
2024-11-27,05:00,3.8,Clear,breezy,0.0
2024-11-27,06:00,3.5,Clear,breezy,0.0
2024-11-27,07:00,3.3,Sunny,calm,0.0
2024-11-27,08:00,4.6,Sunny,calm,0.0
2024-11-27,09:00,6.0,Sunny,calm,0.0
2024-11-27,10:00,7.4,Sunny,breezy,0.0
2024-11-27,11:00,8.4,Sunny,breezy,0.0
2024-11-27,12:00,9.0,Sunny,breezy,0.0
2024-11-27,13:00,9.5,Sunny,calm,0.0
2024-11-27,14:00,9.4,Partly cloudy,calm,0.0
2024-11-27,15:00,9.2,Partly cloudy,calm,0.0
2024-11-27,16:00,8.9,Partly cloudy,calm,0.0
2024-11-27,17:00,8.6,Overcast,calm,0.0
2024-11-27,18:00,8.4,Overcast,calm,0.0
2024-11-27,19:00,8.2,Overcast,calm,0.0
2024-11-27,20:00,7.9,Overcast,calm,0.0
2024-11-27,21:00,7.6,Overcast,calm,0.0
2024-11-27,22:00,7.1,Overcast,calm,0.0
2024-11-27,23:00,7.0,Partly cloudy,calm,0.0
2024-11-28,00:00,8.2,Partly cloudy,calm,0.0
2024-11-28,01:00,8.1,Partly cloudy,calm,0.0
2024-11-28,02:00,8.2,Overcast,calm,0.0
2024-11-28,03:00,8.3,Overcast,calm,0.0
2024-11-28,04:00,8.3,Overcast,calm,0.0
2024-11-28,05:00,7.9,Overcast,calm,0.0
2024-11-28,06:00,7.5,Moderate rain at times,breezy,0.87
2024-11-28,07:00,7.0,Heavy rain at times,breezy,1.31
2024-11-28,08:00,7.0,Light rain,breezy,1.75
2024-11-28,09:00,7.1,Light rain,breezy,2.15
2024-11-28,10:00,7.2,Light rain,breezy,2.35
2024-11-28,11:00,7.6,Moderate rain,breezy,2.55
2024-11-28,12:00,7.9,Moderate rain,breezy,2.42
2024-11-28,13:00,8.3,Moderate rain,breezy,2.35
2024-11-28,14:00,8.5,Light rain,breezy,2.28
2024-11-28,15:00,8.6,Light rain,windy,3.51
2024-11-28,16:00,8.7,Light rain,windy,4.13
2024-11-28,17:00,8.6,Moderate rain,breezy,4.74
2024-11-28,18:00,8.4,Moderate rain,breezy,2.37
2024-11-28,19:00,8.2,Moderate rain,breezy,1.19
2024-11-28,20:00,7.9,Overcast,breezy,0.0
2024-11-28,21:00,7.6,Overcast,breezy,0.0
2024-11-28,22:00,8.0,Overcast,breezy,0.0
2024-11-28,23:00,7.4,Partly cloudy,breezy,0.0
2024-11-29,00:00,5.2,Partly cloudy,windy,0.0
2024-11-29,01:00,4.7,Partly cloudy,windy,0.0
2024-11-29,02:00,4.2,Clear,breezy,0.0
2024-11-29,03:00,3.8,Clear,breezy,0.0
2024-11-29,04:00,3.4,Clear,breezy,0.0
2024-11-29,05:00,3.0,Clear,breezy,0.0
2024-11-29,06:00,2.7,Clear,breezy,0.0
2024-11-29,07:00,2.5,Sunny,breezy,0.0
2024-11-29,08:00,3.7,Sunny,breezy,0.0
2024-11-29,09:00,5.0,Sunny,breezy,0.0
2024-11-29,10:00,6.4,Sunny,breezy,0.0
2024-11-29,11:00,7.8,Sunny,breezy,0.0
2024-11-29,12:00,8.8,Sunny,breezy,0.0
2024-11-29,13:00,9.7,Sunny,windy,0.0
2024-11-29,14:00,9.7,Sunny,windy,0.0
2024-11-29,15:00,9.5,Sunny,windy,0.0
2024-11-29,16:00,9.1,Sunny,windy,0.0
2024-11-29,17:00,8.2,Clear,windy,0.0
2024-11-29,18:00,7.4,Clear,breezy,0.0
2024-11-29,19:00,6.6,Clear,breezy,0.0
2024-11-29,20:00,5.7,Clear,breezy,0.0
2024-11-29,21:00,5.0,Clear,breezy,0.0
2024-11-29,22:00,5.4,Clear,breezy,0.0
2024-11-29,23:00,3.9,Partly cloudy,breezy,0.0
2024-11-30,00:00,1.4,Clear,breezy,0.0
2024-11-30,01:00,0.7,Clear,breezy,0.0
2024-11-30,02:00,0.1,Clear,breezy,0.0
2024-11-30,03:00,-0.3,Clear,breezy,0.0
2024-11-30,04:00,-0.6,Clear,breezy,0.0
2024-11-30,05:00,-0.9,Clear,breezy,0.0
2024-11-30,06:00,-1.2,Clear,breezy,0.0
2024-11-30,07:00,-1.3,Sunny,breezy,0.0
2024-11-30,08:00,-0.2,Sunny,breezy,0.0
2024-11-30,09:00,1.0,Sunny,breezy,0.0
2024-11-30,10:00,2.3,Sunny,windy,0.0
2024-11-30,11:00,3.6,Sunny,windy,0.0
2024-11-30,12:00,4.5,Sunny,windy,0.0
2024-11-30,13:00,5.4,Sunny,windy,0.0
2024-11-30,14:00,5.3,Sunny,windy,0.0
2024-11-30,15:00,5.0,Sunny,windy,0.0
2024-11-30,16:00,4.7,Sunny,windy,0.0
2024-11-30,17:00,3.6,Clear,breezy,0.0
2024-11-30,18:00,2.6,Clear,breezy,0.0
2024-11-30,19:00,1.6,Partly cloudy,breezy,0.0
2024-11-30,20:00,1.0,Partly cloudy,breezy,0.0
2024-11-30,21:00,0.7,Partly cloudy,breezy,0.0
2024-11-30,22:00,1.6,Partly cloudy,breezy,0.0
2024-11-30,23:00,0.8,Clear,breezy,0.0
2024-12-01,00:00,-0.7,Cloudy,breezy,0.0
2024-12-01,01:00,-0.8,Cloudy,breezy,0.0
2024-12-01,02:00,-0.7,Overcast,breezy,0.0
2024-12-01,03:00,-0.7,Overcast,breezy,0.0
2024-12-01,04:00,-0.6,Overcast,breezy,0.0
2024-12-01,05:00,-0.6,Overcast,breezy,0.0
2024-12-01,06:00,-0.5,Overcast,breezy,0.0
2024-12-01,07:00,-0.5,Overcast,breezy,0.0
2024-12-01,08:00,0.3,Overcast,breezy,0.0
2024-12-01,09:00,1.1,Overcast,breezy,0.0
2024-12-01,10:00,1.8,Overcast,breezy,0.0
2024-12-01,11:00,3.4,Overcast,breezy,0.0
2024-12-01,12:00,4.7,Overcast,breezy,0.0
2024-12-01,13:00,6.0,Overcast,breezy,0.0
2024-12-01,14:00,6.3,Sunny,breezy,0.0
2024-12-01,15:00,6.4,Sunny,breezy,0.0
2024-12-01,16:00,6.3,Sunny,breezy,0.0
2024-12-01,17:00,5.2,Clear,calm,0.0
2024-12-01,18:00,4.1,Clear,calm,0.0
2024-12-01,19:00,3.1,Clear,calm,0.0
2024-12-01,20:00,2.5,Clear,calm,0.0
2024-12-01,21:00,2.2,Partly cloudy,calm,0.0
2024-12-01,22:00,0.7,Cloudy,calm,0.0
2024-12-01,23:00,1.0,Clear,calm,0.0
2024-12-02,00:00,0.5,Partly cloudy,breezy,0.0
2024-12-02,01:00,0.3,Partly cloudy,breezy,0.0
2024-12-02,02:00,-0.1,Clear,breezy,0.0
2024-12-02,03:00,-0.4,Clear,breezy,0.0
2024-12-02,04:00,-0.7,Clear,breezy,0.0
2024-12-02,05:00,-1.2,Clear,breezy,0.0
2024-12-02,06:00,-1.6,Clear,breezy,0.0
2024-12-02,07:00,-2.0,Clear,breezy,0.0
2024-12-02,08:00,-0.8,Sunny,breezy,0.0
2024-12-02,09:00,0.5,Sunny,breezy,0.0
2024-12-02,10:00,1.8,Sunny,breezy,0.0
2024-12-02,11:00,3.3,Sunny,breezy,0.0
2024-12-02,12:00,4.5,Sunny,breezy,0.0
2024-12-02,13:00,5.5,Sunny,breezy,0.0
2024-12-02,14:00,5.8,Sunny,breezy,0.0
2024-12-02,15:00,5.9,Sunny,breezy,0.0
2024-12-02,16:00,5.9,Sunny,breezy,0.0
2024-12-02,17:00,4.7,Clear,breezy,0.0
2024-12-02,18:00,3.5,Clear,breezy,0.0
2024-12-02,19:00,2.3,Clear,breezy,0.0
2024-12-02,20:00,1.5,Clear,breezy,0.0
2024-12-02,21:00,1.0,Clear,breezy,0.0
2024-12-02,22:00,0.8,Clear,breezy,0.0
2024-12-02,23:00,0.4,Partly cloudy,breezy,0.0
2024-12-03,00:00,-0.1,Clear,breezy,0.0
2024-12-03,01:00,-0.3,Clear,breezy,0.0
2024-12-03,02:00,-0.5,Clear,breezy,0.0
2024-12-03,03:00,-0.7,Clear,breezy,0.0
2024-12-03,04:00,-0.9,Clear,breezy,0.0
2024-12-03,05:00,-1.1,Partly cloudy,breezy,0.0
2024-12-03,06:00,-1.2,Partly cloudy,breezy,0.0
2024-12-03,07:00,-1.4,Partly cloudy,breezy,0.0
2024-12-03,08:00,-0.0,Sunny,breezy,0.0
2024-12-03,09:00,1.3,Sunny,breezy,0.0
2024-12-03,10:00,2.7,Sunny,breezy,0.0
2024-12-03,11:00,4.1,Sunny,breezy,0.0
2024-12-03,12:00,5.2,Sunny,breezy,0.0
2024-12-03,13:00,6.1,Sunny,breezy,0.0
2024-12-03,14:00,5.9,Sunny,breezy,0.0
2024-12-03,15:00,5.4,Sunny,breezy,0.0
2024-12-03,16:00,4.9,Sunny,breezy,0.0
2024-12-03,17:00,4.0,Clear,breezy,0.0
2024-12-03,18:00,3.3,Clear,breezy,0.0
2024-12-03,19:00,2.7,Clear,breezy,0.0
2024-12-03,20:00,2.0,Clear,breezy,0.0
2024-12-03,21:00,1.5,Clear,breezy,0.0
2024-12-03,22:00,0.9,Clear,breezy,0.0
2024-12-03,23:00,0.4,Clear,breezy,0.0
2024-12-04,00:00,-0.3,Clear,breezy,0.0
2024-12-04,01:00,-0.8,Clear,breezy,0.0
2024-12-04,02:00,-1.2,Clear,breezy,0.0
2024-12-04,03:00,-1.5,Clear,breezy,0.0
2024-12-04,04:00,-1.7,Clear,breezy,0.0
2024-12-04,05:00,-1.9,Clear,calm,0.0
2024-12-04,06:00,-2.0,Clear,breezy,0.0
2024-12-04,07:00,-2.1,Clear,breezy,0.0
2024-12-04,08:00,-1.2,Sunny,breezy,0.0
2024-12-04,09:00,-0.2,Sunny,calm,0.0
2024-12-04,10:00,0.7,Sunny,breezy,0.0
2024-12-04,11:00,1.8,Sunny,breezy,0.0
2024-12-04,12:00,2.6,Partly cloudy,breezy,0.0
2024-12-04,13:00,3.2,Partly cloudy,breezy,0.0
2024-12-04,14:00,4.1,Partly cloudy,breezy,0.0
2024-12-04,15:00,4.8,Partly cloudy,breezy,0.0
2024-12-04,16:00,5.4,Partly cloudy,breezy,0.0
2024-12-04,17:00,5.1,Clear,windy,0.0
2024-12-04,18:00,4.7,Partly cloudy,windy,0.0
2024-12-04,19:00,4.2,Cloudy,windy,0.0
2024-12-04,20:00,4.2,Overcast,windy,0.0
2024-12-04,21:00,4.3,Overcast,windy,0.0
2024-12-04,22:00,2.5,Overcast,windy,0.0
2024-12-04,23:00,3.5,Clear,windy,0.0
2024-12-05,00:00,5.5,Overcast,windy,0.0
2024-12-05,01:00,5.4,Overcast,windy,0.0
2024-12-05,02:00,4.7,Overcast,windy,0.0
2024-12-05,03:00,4.0,Moderate rain at times,windy,0.82
2024-12-05,04:00,3.2,Heavy rain at times,windy,1.22
2024-12-05,05:00,3.2,Light rain,windy,1.63
2024-12-05,06:00,3.4,Light rain,windy,1.53
2024-12-05,07:00,3.7,Light rain,windy,1.48
2024-12-05,08:00,3.7,Light rain,windy,1.43
2024-12-05,09:00,3.6,Light rain,windy,0.71
2024-12-05,10:00,3.4,Light rain,windy,0.36
2024-12-05,11:00,3.1,Sunny,windy,0.0
2024-12-05,12:00,2.9,Partly cloudy,windy,0.0
2024-12-05,13:00,2.6,Partly cloudy,windy,0.0
2024-12-05,14:00,2.7,Partly cloudy,windy,0.0
2024-12-05,15:00,2.8,Partly cloudy,windy,0.0
2024-12-05,16:00,3.0,Partly cloudy,windy,0.0
2024-12-05,17:00,2.0,Clear,windy,0.0
2024-12-05,18:00,1.1,Clear,windy,0.0
2024-12-05,19:00,0.1,Clear,windy,0.0
2024-12-05,20:00,-0.6,Clear,windy,0.0
2024-12-05,21:00,-1.0,Clear,windy,0.0
2024-12-05,22:00,2.3,Clear,windy,0.0
2024-12-05,23:00,0.3,Overcast,windy,0.0
2024-12-06,00:00,-1.6,Clear,windy,0.0
2024-12-06,01:00,-1.8,Clear,windy,0.0
2024-12-06,02:00,-2.0,Clear,windy,0.0
2024-12-06,03:00,-2.0,Clear,windy,0.0
2024-12-06,04:00,-2.1,Clear,windy,0.0
2024-12-06,05:00,-2.1,Clear,windy,0.0
2024-12-06,06:00,-2.0,Clear,windy,0.0
2024-12-06,07:00,-2.0,Clear,windy,0.0
2024-12-06,08:00,-1.0,Sunny,windy,0.0
2024-12-06,09:00,0.1,Sunny,windy,0.0
2024-12-06,10:00,1.1,Sunny,windy,0.0
2024-12-06,11:00,2.1,Sunny,windy,0.0
2024-12-06,12:00,2.7,Sunny,windy,0.0
2024-12-06,13:00,3.3,Sunny,windy,0.0
2024-12-06,14:00,3.4,Sunny,windy,0.0
2024-12-06,15:00,3.4,Sunny,windy,0.0
2024-12-06,16:00,3.3,Sunny,windy,0.0
2024-12-06,17:00,2.3,Clear,breezy,0.0
2024-12-06,18:00,1.4,Clear,breezy,0.0
2024-12-06,19:00,0.4,Clear,breezy,0.0
2024-12-06,20:00,-0.0,Partly cloudy,breezy,0.0
2024-12-06,21:00,-0.2,Partly cloudy,breezy,0.0
2024-12-06,22:00,-0.8,Partly cloudy,breezy,0.0
2024-12-06,23:00,-0.9,Clear,breezy,0.0
2024-12-07,00:00,-1.5,Clear,breezy,0.0
2024-12-07,01:00,-1.6,Clear,breezy,0.0
2024-12-07,02:00,-1.7,Clear,breezy,0.0
2024-12-07,03:00,-1.8,Clear,breezy,0.0
2024-12-07,04:00,-1.8,Clear,breezy,0.0
2024-12-07,05:00,-1.9,Clear,breezy,0.0
2024-12-07,06:00,-1.9,Clear,breezy,0.0
2024-12-07,07:00,-2.0,Clear,breezy,0.0
2024-12-07,08:00,-1.1,Sunny,breezy,0.0
2024-12-07,09:00,-0.2,Sunny,breezy,0.0
2024-12-07,10:00,0.7,Sunny,breezy,0.0
2024-12-07,11:00,1.6,Sunny,breezy,0.0
2024-12-07,12:00,2.3,Sunny,breezy,0.0
2024-12-07,13:00,2.8,Sunny,breezy,0.0
2024-12-07,14:00,3.5,Sunny,breezy,0.0
2024-12-07,15:00,4.1,Sunny,breezy,0.0
2024-12-07,16:00,4.5,Sunny,breezy,0.0
2024-12-07,17:00,3.8,Clear,breezy,0.0
2024-12-07,18:00,3.0,Clear,breezy,0.0
2024-12-07,19:00,2.1,Clear,breezy,0.0
2024-12-07,20:00,1.7,Clear,breezy,0.0
2024-12-07,21:00,1.5,Clear,breezy,0.0
2024-12-07,22:00,0.2,Partly cloudy,breezy,0.0
2024-12-07,23:00,1.0,Clear,breezy,0.0
2024-12-08,00:00,2.0,Partly cloudy,breezy,0.0
2024-12-08,01:00,2.2,Partly cloudy,breezy,0.0
2024-12-08,02:00,2.4,Overcast,breezy,0.0
2024-12-08,03:00,2.6,Overcast,windy,0.0
2024-12-08,04:00,2.7,Overcast,breezy,0.0
2024-12-08,05:00,2.7,Overcast,breezy,0.0
2024-12-08,06:00,2.7,Overcast,breezy,0.0
2024-12-08,07:00,2.7,Overcast,breezy,0.0
2024-12-08,08:00,3.5,Cloudy,windy,0.0
2024-12-08,09:00,4.3,Cloudy,windy,0.0
2024-12-08,10:00,5.0,Cloudy,windy,0.0
2024-12-08,11:00,6.9,Partly cloudy,windy,0.0
2024-12-08,12:00,8.6,Partly cloudy,windy,0.0
2024-12-08,13:00,10.2,Partly cloudy,windy,0.0
2024-12-08,14:00,11.0,Sunny,windy,0.0
2024-12-08,15:00,11.5,Sunny,breezy,0.0
2024-12-08,16:00,11.7,Sunny,breezy,0.0
2024-12-08,17:00,10.7,Clear,breezy,0.0
2024-12-08,18:00,9.7,Clear,calm,0.0
2024-12-08,19:00,8.6,Clear,calm,0.0
2024-12-08,20:00,7.7,Clear,calm,0.0
2024-12-08,21:00,7.0,Clear,calm,0.0
2024-12-08,22:00,4.4,Clear,calm,0.0
2024-12-08,23:00,4.4,Partly cloudy,calm,0.0
2024-12-09,00:00,4.7,Clear,calm,0.0
2024-12-09,01:00,4.1,Clear,calm,0.0
2024-12-09,02:00,3.4,Clear,calm,0.0
2024-12-09,03:00,2.9,Clear,calm,0.0
2024-12-09,04:00,2.5,Clear,calm,0.0
2024-12-09,05:00,2.4,Clear,calm,0.0
2024-12-09,06:00,2.5,Cloudy,calm,0.0
2024-12-09,07:00,2.5,Cloudy,calm,0.0
2024-12-09,08:00,3.8,Overcast,calm,0.0
2024-12-09,09:00,5.0,Overcast,calm,0.0
2024-12-09,10:00,6.3,Overcast,calm,0.0
2024-12-09,11:00,7.2,Overcast,breezy,0.0
2024-12-09,12:00,7.8,Moderate or heavy rain shower,breezy,1.83
2024-12-09,13:00,8.2,Moderate or heavy rain shower,breezy,2.74
2024-12-09,14:00,8.7,Moderate rain,breezy,3.66
2024-12-09,15:00,9.0,Moderate rain,breezy,3.39
2024-12-09,16:00,9.2,Moderate rain,breezy,3.26
2024-12-09,17:00,9.2,Moderate rain,breezy,3.12
2024-12-09,18:00,9.2,Moderate rain,breezy,1.56
2024-12-09,19:00,9.1,Moderate rain,breezy,0.78
2024-12-09,20:00,9.1,Overcast,breezy,0.0
2024-12-09,21:00,9.2,Overcast,breezy,0.0
2024-12-09,22:00,7.4,Overcast,breezy,0.0
2024-12-09,23:00,8.2,Clear,calm,0.0
2024-12-10,00:00,8.9,Clear,calm,0.0
2024-12-10,01:00,8.6,Clear,calm,0.0
2024-12-10,02:00,7.9,Clear,calm,0.0
2024-12-10,03:00,7.4,Cloudy,calm,0.0
2024-12-10,04:00,6.8,Cloudy,calm,0.0
2024-12-10,05:00,5.9,Fog,calm,0.0
2024-12-10,06:00,5.1,Fog,calm,0.0
2024-12-10,07:00,4.4,Fog,calm,0.0
2024-12-10,08:00,4.7,Fog,calm,0.0
2024-12-10,09:00,5.2,Fog,calm,0.0
2024-12-10,10:00,5.8,Fog,calm,0.0
2024-12-10,11:00,6.8,Mist,calm,0.0
2024-12-10,12:00,7.6,Mist,breezy,0.0
2024-12-10,13:00,8.4,Mist,breezy,0.0
2024-12-10,14:00,9.1,Mist,breezy,0.0
2024-12-10,15:00,9.7,Mist,breezy,0.0
2024-12-10,16:00,10.2,Mist,breezy,0.0
2024-12-10,17:00,10.8,Overcast,breezy,0.0
2024-12-10,18:00,11.3,Overcast,breezy,0.0
2024-12-10,19:00,11.7,Overcast,breezy,0.0
2024-12-10,20:00,12.2,Overcast,breezy,0.0
2024-12-10,21:00,12.7,Overcast,breezy,0.0
2024-12-10,22:00,11.2,Overcast,breezy,0.0
2024-12-10,23:00,12.3,Clear,breezy,0.0
2024-12-11,00:00,12.9,Moderate or heavy rain shower,windy,6.56
2024-12-11,01:00,13.1,Moderate or heavy rain shower,windy,9.83
2024-12-11,02:00,13.4,Heavy rain,breezy,13.11
2024-12-11,03:00,13.6,Heavy rain,windy,10.33
2024-12-11,04:00,13.7,Heavy rain,breezy,8.93
2024-12-11,05:00,13.4,Heavy rain,breezy,7.54
2024-12-11,06:00,13.1,Heavy rain,breezy,4.36
2024-12-11,07:00,12.8,Heavy rain,breezy,2.77
2024-12-11,08:00,12.0,Light rain,breezy,1.18
2024-12-11,09:00,11.4,Light rain,windy,0.59
2024-12-11,10:00,10.8,Light rain,windy,0.3
2024-12-11,11:00,10.1,Overcast,windy,0.0
2024-12-11,12:00,9.6,Heavy rain at times,windy,1.26
2024-12-11,13:00,9.2,Moderate or heavy rain shower,windy,1.89
2024-12-11,14:00,11.6,Moderate rain,windy,2.52
2024-12-11,15:00,12.6,Light drizzle,windy,0.59
2024-12-11,16:00,13.3,Light rain,windy,1.23
2024-12-11,17:00,14.1,Heavy rain,windy,7.62
2024-12-11,18:00,14.6,Heavy rain,windy,10.65
2024-12-11,19:00,13.4,Heavy rain,windy,14.67
2024-12-11,20:00,11.1,Light rain shower,windy,1.21
2024-12-11,21:00,8.7,Light rain,windy,1.62
2024-12-11,22:00,11.1,Patchy rain possible,windy,0.02
2024-12-11,23:00,8.0,Overcast,windy,0.0
2024-12-12,00:00,4.2,Moderate rain at times,windy,1.36
2024-12-12,01:00,3.6,Moderate rain at times,windy,0.68
2024-12-12,02:00,2.8,Clear,windy,0.0
2024-12-12,03:00,2.1,Clear,windy,0.0
2024-12-12,04:00,1.5,Clear,windy,0.0
2024-12-12,05:00,1.2,Clear,windy,0.0
2024-12-12,06:00,1.0,Clear,windy,0.0
2024-12-12,07:00,0.9,Clear,windy,0.0
