date,time,temperature,cloud_cover,wind,precipitation
2024-10-31,21:00,20.4,Partly cloudy,breezy,0.0
2024-10-31,22:00,19.4,Overcast,breezy,0.0
2024-10-31,23:00,19.6,Partly cloudy,windy,0.0
2024-11-01,00:00,19.7,Clear,windy,0.0
2024-11-01,01:00,19.7,Clear,windy,0.0
2024-11-01,02:00,19.5,Clear,windy,0.0
2024-11-01,03:00,19.2,Clear,windy,0.0
2024-11-01,04:00,18.9,Clear,windy,0.0
2024-11-01,05:00,18.6,Clear,windy,0.0
2024-11-01,06:00,18.3,Clear,breezy,0.0
2024-11-01,07:00,18.1,Partly cloudy,breezy,0.0
2024-11-01,08:00,18.5,Partly cloudy,breezy,0.0
2024-11-01,09:00,18.4,Patchy rain possible,breezy,0.03
2024-11-01,10:00,18.2,Light drizzle,breezy,0.34
2024-11-01,11:00,17.6,Light drizzle,breezy,0.71
2024-11-01,12:00,17.0,Light rain,breezy,1.54
2024-11-01,13:00,16.6,Light drizzle,breezy,0.62
2024-11-01,14:00,16.4,Patchy light drizzle,breezy,0.42
2024-11-01,15:00,16.1,Patchy light drizzle,calm,0.23
2024-11-01,16:00,15.8,Patchy light drizzle,breezy,0.57
2024-11-01,17:00,15.5,Light drizzle,breezy,0.23
2024-11-01,18:00,15.2,Patchy rain possible,breezy,0.06
2024-11-01,19:00,14.6,Patchy rain possible,breezy,0.14
2024-11-01,20:00,13.4,Clear,breezy,0.0
2024-11-01,21:00,12.3,Clear,breezy,0.0
2024-11-01,22:00,11.7,Clear,breezy,0.0
2024-11-01,23:00,11.2,Clear,breezy,0.0
2024-11-02,00:00,10.7,Clear,breezy,0.0
2024-11-02,01:00,10.2,Clear,breezy,0.0
2024-11-02,02:00,9.7,Clear,breezy,0.0
2024-11-02,03:00,9.2,Clear,breezy,0.0
2024-11-02,04:00,8.6,Clear,breezy,0.0
2024-11-02,05:00,8.3,Clear,breezy,0.0
2024-11-02,06:00,7.9,Clear,breezy,0.0
2024-11-02,07:00,7.6,Clear,breezy,0.0
2024-11-02,08:00,8.5,Sunny,breezy,0.0
2024-11-02,09:00,10.0,Partly cloudy,breezy,0.0
2024-11-02,10:00,11.7,Sunny,breezy,0.0
2024-11-02,11:00,12.6,Partly cloudy,breezy,0.0
2024-11-02,12:00,12.9,Cloudy,breezy,0.0
2024-11-02,13:00,13.1,Partly cloudy,breezy,0.0
2024-11-02,14:00,13.0,Cloudy,breezy,0.0
2024-11-02,15:00,13.0,Cloudy,breezy,0.0
2024-11-02,16:00,12.8,Cloudy,breezy,0.0
2024-11-02,17:00,12.5,Cloudy,breezy,0.0
2024-11-02,18:00,11.9,Partly cloudy,breezy,0.0
2024-11-02,19:00,11.4,Cloudy,breezy,0.0
2024-11-02,20:00,10.8,Partly cloudy,breezy,0.0
2024-11-02,21:00,10.3,Clear,calm,0.0
2024-11-02,22:00,9.8,Partly cloudy,calm,0.0
2024-11-02,23:00,9.5,Clear,calm,0.0
2024-11-03,00:00,8.1,Clear,breezy,0.0
2024-11-03,01:00,7.6,Clear,breezy,0.0
2024-11-03,02:00,6.7,Clear,breezy,0.0
2024-11-03,03:00,6.0,Clear,breezy,0.0
2024-11-03,04:00,5.4,Clear,breezy,0.0
2024-11-03,05:00,4.7,Clear,breezy,0.0
2024-11-03,06:00,4.2,Clear,breezy,0.0
2024-11-03,07:00,3.8,Clear,breezy,0.0
2024-11-03,08:00,5.3,Sunny,breezy,0.0
2024-11-03,09:00,6.9,Sunny,breezy,0.0
2024-11-03,10:00,8.6,Sunny,breezy,0.0
2024-11-03,11:00,10.4,Sunny,breezy,0.0
2024-11-03,12:00,11.8,Sunny,breezy,0.0
2024-11-03,13:00,12.9,Sunny,breezy,0.0
2024-11-03,14:00,12.9,Sunny,breezy,0.0
2024-11-03,15:00,12.6,Sunny,breezy,0.0
2024-11-03,16:00,12.2,Sunny,breezy,0.0
2024-11-03,17:00,11.2,Sunny,breezy,0.0
2024-11-03,18:00,10.3,Clear,breezy,0.0
2024-11-03,19:00,9.5,Clear,calm,0.0
2024-11-03,20:00,8.8,Clear,calm,0.0
2024-11-03,21:00,8.2,Clear,calm,0.0
2024-11-03,22:00,8.6,Clear,calm,0.0
2024-11-03,23:00,7.8,Clear,calm,0.0
2024-11-04,00:00,8.6,Clear,calm,0.0
2024-11-04,01:00,8.5,Clear,calm,0.0
2024-11-04,02:00,8.5,Clear,calm,0.0
2024-11-04,03:00,8.5,Clear,calm,0.0
2024-11-04,04:00,8.5,Clear,calm,0.0
2024-11-04,05:00,8.8,Clear,calm,0.0
2024-11-04,06:00,9.1,Cloudy,calm,0.0
2024-11-04,07:00,9.4,Cloudy,calm,0.0
2024-11-04,08:00,10.2,Overcast,calm,0.0
2024-11-04,09:00,11.0,Overcast,calm,0.0
2024-11-04,10:00,11.7,Overcast,breezy,0.0
2024-11-04,11:00,12.4,Overcast,breezy,0.0
2024-11-04,12:00,12.9,Overcast,breezy,0.0
2024-11-04,13:00,13.4,Overcast,breezy,0.0
2024-11-04,14:00,13.7,Overcast,breezy,0.0
2024-11-04,15:00,13.8,Overcast,breezy,0.0
2024-11-04,16:00,14.0,Overcast,breezy,0.0
2024-11-04,17:00,14.0,Overcast,breezy,0.0
2024-11-04,18:00,13.9,Overcast,breezy,0.0
2024-11-04,19:00,13.9,Overcast,breezy,0.0
2024-11-04,20:00,14.0,Overcast,breezy,0.0
2024-11-04,21:00,14.2,Overcast,breezy,0.0
2024-11-04,22:00,11.5,Overcast,breezy,0.0
2024-11-04,23:00,13.1,Clear,breezy,0.0
2024-11-05,00:00,15.3,Overcast,calm,0.0
2024-11-05,01:00,15.6,Overcast,calm,0.0
2024-11-05,02:00,16.0,Overcast,calm,0.0
2024-11-05,03:00,16.3,Overcast,calm,0.0
2024-11-05,04:00,16.6,Overcast,calm,0.0
2024-11-05,05:00,16.8,Overcast,calm,0.0
2024-11-05,06:00,17.0,Overcast,calm,0.0
2024-11-05,07:00,17.1,Overcast,calm,0.0
2024-11-05,08:00,17.6,Overcast,calm,0.0
2024-11-05,09:00,18.1,Overcast,calm,0.0
2024-11-05,10:00,18.6,Overcast,breezy,0.0
2024-11-05,11:00,19.9,Partly cloudy,breezy,0.0
2024-11-05,12:00,21.1,Partly cloudy,breezy,0.0
2024-11-05,13:00,22.3,Partly cloudy,breezy,0.0
2024-11-05,14:00,22.0,Sunny,breezy,0.0
2024-11-05,15:00,21.5,Partly cloudy,breezy,0.0
2024-11-05,16:00,20.8,Partly cloudy,windy,0.0
2024-11-05,17:00,20.1,Cloudy,breezy,0.0
2024-11-05,18:00,19.6,Cloudy,windy,0.0
2024-11-05,19:00,19.1,Cloudy,windy,0.0
2024-11-05,20:00,18.4,Clear,windy,0.0
2024-11-05,21:00,17.9,Partly cloudy,windy,0.0
2024-11-05,22:00,16.5,Partly cloudy,windy,0.0
2024-11-05,23:00,16.4,Overcast,windy,0.0
2024-11-06,00:00,16.6,Overcast,windy,0.0
2024-11-06,01:00,16.3,Overcast,windy,0.0
2024-11-06,02:00,16.2,Overcast,windy,0.0
2024-11-06,03:00,16.1,Overcast,windy,0.0
2024-11-06,04:00,16.0,Overcast,windy,0.0
2024-11-06,05:00,15.9,Overcast,windy,0.0
2024-11-06,06:00,15.8,Overcast,breezy,0.0
2024-11-06,07:00,15.7,Overcast,breezy,0.0
2024-11-06,08:00,16.1,Overcast,breezy,0.0
2024-11-06,09:00,16.6,Overcast,breezy,0.0
2024-11-06,10:00,17.0,Overcast,windy,0.0
2024-11-06,11:00,18.3,Overcast,windy,0.0
2024-11-06,12:00,19.4,Overcast,windy,0.0
2024-11-06,13:00,20.4,Overcast,windy,0.0
2024-11-06,14:00,21.1,Partly cloudy,windy,0.0
2024-11-06,15:00,21.6,Partly cloudy,windy,0.0
2024-11-06,16:00,21.9,Partly cloudy,breezy,0.0
2024-11-06,17:00,21.6,Overcast,breezy,0.0
2024-11-06,18:00,21.2,Overcast,breezy,0.0
2024-11-06,19:00,20.7,Overcast,breezy,0.0
2024-11-06,20:00,20.3,Overcast,breezy,0.0
2024-11-06,21:00,19.9,Overcast,calm,0.0
2024-11-06,22:00,18.2,Overcast,calm,0.0
2024-11-06,23:00,18.6,Overcast,calm,0.0
2024-11-07,00:00,18.7,Overcast,calm,0.0
2024-11-07,01:00,18.7,Overcast,calm,0.0
2024-11-07,02:00,18.6,Cloudy,calm,0.0
2024-11-07,03:00,18.5,Cloudy,calm,0.0
2024-11-07,04:00,18.3,Cloudy,calm,0.0
2024-11-07,05:00,18.1,Overcast,calm,0.0
2024-11-07,06:00,17.8,Overcast,calm,0.0
2024-11-07,07:00,17.6,Overcast,calm,0.0
2024-11-07,08:00,18.4,Overcast,calm,0.0
2024-11-07,09:00,19.3,Overcast,calm,0.0
2024-11-07,10:00,20.2,Overcast,calm,0.0
2024-11-07,11:00,21.6,Partly cloudy,calm,0.0
2024-11-07,12:00,22.8,Partly cloudy,calm,0.0
2024-11-07,13:00,23.8,Partly cloudy,calm,0.0
2024-11-07,14:00,22.0,Sunny,calm,0.0
2024-11-07,15:00,21.0,Partly cloudy,calm,0.0
2024-11-07,16:00,20.1,Partly cloudy,calm,0.0
2024-11-07,17:00,18.5,Partly cloudy,calm,0.0
2024-11-07,18:00,17.4,Partly cloudy,calm,0.0
2024-11-07,19:00,16.6,Partly cloudy,calm,0.0
2024-11-07,20:00,16.0,Partly cloudy,calm,0.0
2024-11-07,21:00,15.6,Partly cloudy,calm,0.0
2024-11-07,22:00,17.5,Partly cloudy,calm,0.0
2024-11-07,23:00,16.4,Overcast,calm,0.0
2024-11-08,00:00,16.3,Overcast,calm,0.0
2024-11-08,01:00,16.2,Overcast,calm,0.0
2024-11-08,02:00,16.1,Cloudy,calm,0.0
2024-11-08,03:00,15.8,Overcast,breezy,0.0
2024-11-08,04:00,15.5,Cloudy,breezy,0.0
2024-11-08,05:00,15.2,Patchy rain possible,calm,0.01
2024-11-08,06:00,15.0,Patchy rain possible,calm,0.01
2024-11-08,07:00,14.5,Patchy rain possible,calm,0.01
2024-11-08,08:00,14.9,Partly cloudy,calm,0.0
2024-11-08,09:00,15.8,Cloudy,calm,0.0
2024-11-08,10:00,17.0,Cloudy,calm,0.0
2024-11-08,11:00,17.5,Overcast,calm,0.0
2024-11-08,12:00,17.6,Overcast,calm,0.0
2024-11-08,13:00,17.5,Overcast,calm,0.0
2024-11-08,14:00,17.3,Overcast,calm,0.0
2024-11-08,15:00,17.2,Overcast,calm,0.0
2024-11-08,16:00,17.0,Overcast,calm,0.0
2024-11-08,17:00,16.7,Patchy rain possible,calm,0.01
2024-11-08,18:00,16.5,Cloudy,calm,0.0
2024-11-08,19:00,16.5,Overcast,calm,0.0
2024-11-08,20:00,16.5,Cloudy,calm,0.0
2024-11-08,21:00,16.1,Cloudy,calm,0.0
2024-11-08,22:00,15.4,Partly cloudy,calm,0.0
2024-11-08,23:00,14.7,Partly cloudy,calm,0.0
2024-11-09,00:00,12.1,Clear,breezy,0.0
2024-11-09,01:00,11.2,Clear,breezy,0.0
2024-11-09,02:00,10.1,Clear,breezy,0.0
2024-11-09,03:00,9.2,Clear,breezy,0.0
2024-11-09,04:00,8.4,Clear,breezy,0.0
2024-11-09,05:00,7.6,Clear,breezy,0.0
2024-11-09,06:00,7.1,Clear,breezy,0.0
2024-11-09,07:00,6.6,Sunny,breezy,0.0
2024-11-09,08:00,7.5,Sunny,breezy,0.0
2024-11-09,09:00,8.5,Sunny,breezy,0.0
2024-11-09,10:00,9.6,Sunny,breezy,0.0
2024-11-09,11:00,10.9,Sunny,breezy,0.0
2024-11-09,12:00,12.0,Sunny,breezy,0.0
2024-11-09,13:00,12.9,Sunny,breezy,0.0
2024-11-09,14:00,13.3,Sunny,breezy,0.0
2024-11-09,15:00,13.4,Sunny,calm,0.0
2024-11-09,16:00,13.3,Sunny,calm,0.0
2024-11-09,17:00,12.0,Clear,calm,0.0
2024-11-09,18:00,10.8,Clear,calm,0.0
2024-11-09,19:00,9.5,Clear,calm,0.0
2024-11-09,20:00,8.4,Clear,calm,0.0
2024-11-09,21:00,7.6,Clear,calm,0.0
2024-11-09,22:00,10.4,Clear,calm,0.0
2024-11-09,23:00,7.9,Clear,calm,0.0
2024-11-10,00:00,6.1,Clear,calm,0.0
2024-11-10,01:00,5.5,Clear,calm,0.0
2024-11-10,02:00,4.9,Clear,calm,0.0
2024-11-10,03:00,4.4,Clear,calm,0.0
2024-11-10,04:00,4.1,Clear,calm,0.0
2024-11-10,05:00,4.0,Clear,calm,0.0
2024-11-10,06:00,4.1,Clear,calm,0.0
2024-11-10,07:00,4.2,Sunny,calm,0.0
2024-11-10,08:00,6.5,Sunny,calm,0.0
2024-11-10,09:00,8.8,Partly cloudy,calm,0.0
2024-11-10,10:00,11.0,Partly cloudy,breezy,0.0
2024-11-10,11:00,12.5,Partly cloudy,breezy,0.0
2024-11-10,12:00,13.4,Partly cloudy,breezy,0.0
2024-11-10,13:00,14.0,Partly cloudy,windy,0.0
2024-11-10,14:00,14.1,Partly cloudy,windy,0.0
2024-11-10,15:00,14.1,Partly cloudy,breezy,0.0
2024-11-10,16:00,14.1,Partly cloudy,breezy,0.0
2024-11-10,17:00,13.9,Overcast,breezy,0.0
2024-11-10,18:00,13.8,Overcast,breezy,0.0
2024-11-10,19:00,13.7,Overcast,breezy,0.0
2024-11-10,20:00,13.8,Overcast,breezy,0.0
2024-11-10,21:00,13.9,Overcast,windy,0.0
2024-11-10,22:00,10.4,Overcast,windy,0.0
2024-11-10,23:00,12.3,Clear,windy,0.0
2024-11-11,00:00,15.2,Moderate rain,windy,6.52
2024-11-11,01:00,15.3,Moderate rain,windy,8.48
2024-11-11,02:00,15.4,Heavy rain,windy,10.45
2024-11-11,03:00,15.5,Heavy rain,windy,5.97
2024-11-11,04:00,15.6,Heavy rain,windy,3.73
2024-11-11,05:00,15.7,Light rain,windy,1.49
2024-11-11,06:00,15.8,Light rain,windy,0.74
2024-11-11,07:00,15.8,Light rain,windy,0.37
2024-11-11,08:00,16.0,Overcast,windy,0.0
2024-11-11,09:00,16.2,Overcast,breezy,0.0
2024-11-11,10:00,16.3,Overcast,windy,0.0
2024-11-11,11:00,17.3,Overcast,windy,0.0
2024-11-11,12:00,18.3,Overcast,windy,0.0
2024-11-11,13:00,19.3,Overcast,windy,0.0
2024-11-11,14:00,19.9,Sunny,windy,0.0
2024-11-11,15:00,20.3,Sunny,windy,0.0
2024-11-11,16:00,20.6,Sunny,breezy,0.0
2024-11-11,17:00,19.7,Clear,breezy,0.0
2024-11-11,18:00,18.6,Clear,breezy,0.0
2024-11-11,19:00,17.6,Clear,breezy,0.0
2024-11-11,20:00,16.8,Clear,breezy,0.0
2024-11-11,21:00,16.2,Clear,breezy,0.0
2024-11-11,22:00,16.0,Clear,breezy,0.0
2024-11-11,23:00,15.3,Moderate rain,breezy,2.6
2024-11-12,00:00,14.3,Clear,breezy,0.0
2024-11-12,01:00,13.8,Clear,breezy,0.0
2024-11-12,02:00,12.8,Clear,breezy,0.0
2024-11-12,03:00,12.0,Clear,breezy,0.0
2024-11-12,04:00,11.2,Clear,breezy,0.0
2024-11-12,05:00,10.3,Clear,windy,0.0
2024-11-12,06:00,9.5,Clear,windy,0.0
2024-11-12,07:00,8.9,Sunny,windy,0.0
2024-11-12,08:00,9.6,Sunny,windy,0.0
2024-11-12,09:00,10.4,Sunny,windy,0.0
2024-11-12,10:00,11.3,Sunny,windy,0.0
2024-11-12,11:00,12.2,Sunny,windy,0.0
2024-11-12,12:00,12.9,Sunny,windy,0.0
2024-11-12,13:00,13.4,Sunny,windy,0.0
2024-11-12,14:00,13.2,Sunny,windy,0.0
2024-11-12,15:00,12.9,Sunny,windy,0.0
2024-11-12,16:00,12.5,Sunny,windy,0.0
2024-11-12,17:00,10.9,Clear,windy,0.0
2024-11-12,18:00,9.4,Clear,windy,0.0
2024-11-12,19:00,7.9,Clear,windy,0.0
2024-11-12,20:00,6.6,Clear,windy,0.0
2024-11-12,21:00,5.6,Clear,windy,0.0
2024-11-12,22:00,10.8,Clear,windy,0.0
2024-11-12,23:00,7.0,Clear,breezy,0.0
2024-11-13,00:00,4.0,Clear,breezy,0.0
2024-11-13,01:00,3.2,Clear,breezy,0.0
2024-11-13,02:00,2.6,Clear,breezy,0.0
2024-11-13,03:00,2.2,Clear,breezy,0.0
2024-11-13,04:00,1.9,Clear,breezy,0.0
2024-11-13,05:00,1.6,Clear,breezy,0.0
2024-11-13,06:00,1.3,Clear,breezy,0.0
2024-11-13,07:00,1.1,Sunny,breezy,0.0
2024-11-13,08:00,2.3,Sunny,breezy,0.0
2024-11-13,09:00,3.5,Sunny,breezy,0.0
2024-11-13,10:00,4.8,Sunny,breezy,0.0
2024-11-13,11:00,6.1,Partly cloudy,breezy,0.0
2024-11-13,12:00,7.1,Partly cloudy,breezy,0.0
2024-11-13,13:00,8.0,Partly cloudy,breezy,0.0
2024-11-13,14:00,8.8,Sunny,breezy,0.0
2024-11-13,15:00,9.4,Sunny,breezy,0.0
2024-11-13,16:00,9.9,Sunny,breezy,0.0
2024-11-13,17:00,9.0,Clear,breezy,0.0
2024-11-13,18:00,8.0,Clear,breezy,0.0
2024-11-13,19:00,7.0,Clear,calm,0.0
2024-11-13,20:00,6.3,Clear,calm,0.0
2024-11-13,21:00,5.8,Partly cloudy,calm,0.0
2024-11-13,22:00,5.3,Cloudy,calm,0.0
2024-11-13,23:00,5.3,Clear,calm,0.0
2024-11-14,00:00,6.0,Partly cloudy,breezy,0.0
2024-11-14,01:00,5.9,Partly cloudy,calm,0.0
2024-11-14,02:00,5.9,Overcast,breezy,0.0
2024-11-14,03:00,5.9,Overcast,breezy,0.0
2024-11-14,04:00,5.9,Overcast,calm,0.0
2024-11-14,05:00,6.1,Overcast,breezy,0.0
2024-11-14,06:00,6.3,Overcast,breezy,0.0
2024-11-14,07:00,6.5,Overcast,breezy,0.0
2024-11-14,08:00,7.4,Overcast,calm,0.0
2024-11-14,09:00,8.3,Overcast,calm,0.0
2024-11-14,10:00,9.2,Overcast,breezy,0.0
2024-11-14,11:00,9.8,Partly cloudy,breezy,0.0
2024-11-14,12:00,10.2,Partly cloudy,breezy,0.0
2024-11-14,13:00,10.5,Partly cloudy,breezy,0.0
2024-11-14,14:00,10.5,Overcast,breezy,0.0
2024-11-14,15:00,10.5,Overcast,breezy,0.0
2024-11-14,16:00,10.4,Overcast,breezy,0.0
2024-11-14,17:00,10.3,Overcast,breezy,0.0
2024-11-14,18:00,10.2,Overcast,breezy,0.0
2024-11-14,19:00,10.1,Overcast,breezy,0.0
2024-11-14,20:00,10.1,Overcast,breezy,0.0
2024-11-14,21:00,10.1,Overcast,calm,0.0
2024-11-14,22:00,8.1,Overcast,calm,0.0
2024-11-14,23:00,8.8,Partly cloudy,calm,0.0
2024-11-15,00:00,9.4,Overcast,calm,0.0
2024-11-15,01:00,9.1,Overcast,breezy,0.0
2024-11-15,02:00,8.3,Cloudy,breezy,0.0
2024-11-15,03:00,7.6,Cloudy,breezy,0.0
2024-11-15,04:00,7.0,Cloudy,breezy,0.0
2024-11-15,05:00,6.1,Partly cloudy,breezy,0.0
2024-11-15,06:00,5.3,Partly cloudy,breezy,0.0
2024-11-15,07:00,4.7,Partly cloudy,breezy,0.0
2024-11-15,08:00,5.5,Sunny,breezy,0.0
2024-11-15,09:00,6.4,Sunny,breezy,0.0
2024-11-15,10:00,7.5,Sunny,breezy,0.0
2024-11-15,11:00,8.9,Sunny,breezy,0.0
2024-11-15,12:00,10.0,Cloudy,breezy,0.0
2024-11-15,13:00,11.1,Cloudy,breezy,0.0
2024-11-15,14:00,11.5,Overcast,breezy,0.0
2024-11-15,15:00,11.7,Overcast,breezy,0.0
2024-11-15,16:00,11.8,Overcast,breezy,0.0
2024-11-15,17:00,11.3,Overcast,breezy,0.0
2024-11-15,18:00,10.8,Overcast,breezy,0.0
2024-11-15,19:00,10.3,Overcast,breezy,0.0
2024-11-15,20:00,9.5,Clear,breezy,0.0
2024-11-15,21:00,8.7,Clear,breezy,0.0
2024-11-15,22:00,9.4,Clear,breezy,0.0
2024-11-15,23:00,7.8,Overcast,breezy,0.0
2024-11-16,00:00,7.3,Clear,breezy,0.0
2024-11-16,01:00,6.8,Clear,breezy,0.0
2024-11-16,02:00,6.1,Clear,breezy,0.0
2024-11-16,03:00,5.5,Clear,breezy,0.0
2024-11-16,04:00,5.1,Clear,breezy,0.0
2024-11-16,05:00,4.6,Clear,windy,0.0
2024-11-16,06:00,4.2,Clear,breezy,0.0
2024-11-16,07:00,3.8,Sunny,breezy,0.0
2024-11-16,08:00,5.5,Sunny,breezy,0.0
2024-11-16,09:00,7.3,Sunny,breezy,0.0
2024-11-16,10:00,9.1,Sunny,windy,0.0
2024-11-16,11:00,11.3,Sunny,windy,0.0
2024-11-16,12:00,13.0,Sunny,windy,0.0
2024-11-16,13:00,14.5,Sunny,windy,0.0
2024-11-16,14:00,15.2,Sunny,windy,0.0
2024-11-16,15:00,15.6,Sunny,windy,0.0
2024-11-16,16:00,15.7,Sunny,breezy,0.0
2024-11-16,17:00,14.4,Clear,breezy,0.0
2024-11-16,18:00,13.1,Clear,breezy,0.0
2024-11-16,19:00,11.7,Clear,breezy,0.0
2024-11-16,20:00,10.4,Clear,breezy,0.0
2024-11-16,21:00,9.5,Clear,breezy,0.0
2024-11-16,22:00,8.8,Clear,breezy,0.0
2024-11-16,23:00,7.8,Clear,breezy,0.0
2024-11-17,00:00,8.2,Clear,breezy,0.0
2024-11-17,01:00,7.6,Clear,breezy,0.0
2024-11-17,02:00,6.9,Clear,breezy,0.0
2024-11-17,03:00,6.3,Clear,breezy,0.0
2024-11-17,04:00,5.9,Clear,breezy,0.0
2024-11-17,05:00,5.3,Clear,breezy,0.0
2024-11-17,06:00,4.8,Clear,breezy,0.0
2024-11-17,07:00,4.3,Sunny,breezy,0.0
2024-11-17,08:00,5.5,Sunny,breezy,0.0
2024-11-17,09:00,6.7,Sunny,breezy,0.0
2024-11-17,10:00,8.0,Sunny,breezy,0.0
2024-11-17,11:00,9.5,Sunny,breezy,0.0
2024-11-17,12:00,10.6,Sunny,breezy,0.0
2024-11-17,13:00,11.5,Partly cloudy,breezy,0.0
2024-11-17,14:00,11.8,Partly cloudy,breezy,0.0
2024-11-17,15:00,11.9,Partly cloudy,breezy,0.0
2024-11-17,16:00,11.8,Partly cloudy,breezy,0.0
2024-11-17,17:00,11.1,Clear,calm,0.0
2024-11-17,18:00,10.4,Clear,calm,0.0
2024-11-17,19:00,9.8,Partly cloudy,calm,0.0
2024-11-17,20:00,9.1,Partly cloudy,calm,0.0
2024-11-17,21:00,8.5,Partly cloudy,calm,0.0
2024-11-17,22:00,8.8,Partly cloudy,breezy,0.0
2024-11-17,23:00,8.0,Clear,breezy,0.0
2024-11-18,00:00,7.5,Partly cloudy,breezy,0.0
2024-11-18,01:00,7.2,Partly cloudy,breezy,0.0
2024-11-18,02:00,7.0,Partly cloudy,breezy,0.0
2024-11-18,03:00,7.0,Partly cloudy,breezy,0.0
2024-11-18,04:00,7.0,Partly cloudy,breezy,0.0
2024-11-18,05:00,7.0,Partly cloudy,breezy,0.0
2024-11-18,06:00,7.1,Partly cloudy,breezy,0.0
2024-11-18,07:00,7.1,Partly cloudy,breezy,0.0
2024-11-18,08:00,8.9,Overcast,breezy,0.0
2024-11-18,09:00,10.7,Overcast,breezy,0.0
2024-11-18,10:00,12.5,Overcast,breezy,0.0
2024-11-18,11:00,14.3,Sunny,breezy,0.0
2024-11-18,12:00,15.6,Sunny,breezy,0.0
2024-11-18,13:00,16.6,Sunny,breezy,0.0
2024-11-18,14:00,16.9,Sunny,breezy,0.0
2024-11-18,15:00,16.8,Sunny,windy,0.0
2024-11-18,16:00,16.2,Sunny,breezy,0.0
2024-11-18,17:00,14.9,Clear,breezy,0.0
2024-11-18,18:00,13.6,Partly cloudy,breezy,0.0
2024-11-18,19:00,12.7,Partly cloudy,breezy,0.0
2024-11-18,20:00,11.9,Clear,breezy,0.0
2024-11-18,21:00,11.2,Cloudy,breezy,0.0
2024-11-18,22:00,9.4,Clear,breezy,0.0
2024-11-18,23:00,9.6,Partly cloudy,breezy,0.0
2024-11-19,00:00,9.3,Clear,breezy,0.0
2024-11-19,01:00,8.8,Clear,breezy,0.0
2024-11-19,02:00,8.2,Clear,breezy,0.0
2024-11-19,03:00,7.7,Clear,calm,0.0
2024-11-19,04:00,7.4,Clear,breezy,0.0
2024-11-19,05:00,7.0,Clear,breezy,0.0
2024-11-19,06:00,6.7,Clear,breezy,0.0
2024-11-19,07:00,6.5,Partly cloudy,breezy,0.0
2024-11-19,08:00,7.3,Partly cloudy,calm,0.0
2024-11-19,09:00,8.5,Partly cloudy,breezy,0.0
2024-11-19,10:00,9.2,Partly cloudy,breezy,0.0
2024-11-19,11:00,9.7,Cloudy,calm,0.0
2024-11-19,12:00,10.2,Overcast,breezy,0.0
2024-11-19,13:00,11.1,Partly cloudy,calm,0.0
2024-11-19,14:00,11.9,Sunny,calm,0.0
2024-11-19,15:00,12.3,Sunny,calm,0.0
2024-11-19,16:00,12.2,Sunny,calm,0.0
2024-11-19,17:00,11.6,Clear,calm,0.0
2024-11-19,18:00,10.9,Clear,calm,0.0
2024-11-19,19:00,9.9,Partly cloudy,calm,0.0
2024-11-19,20:00,10.0,Partly cloudy,calm,0.0
2024-11-19,21:00,9.5,Partly cloudy,calm,0.0
2024-11-19,22:00,9.7,Partly cloudy,calm,0.0
2024-11-19,23:00,10.1,Partly cloudy,calm,0.0
2024-11-20,00:00,11.3,Overcast,calm,0.0
2024-11-20,01:00,11.2,Overcast,calm,0.0
2024-11-20,02:00,11.2,Overcast,calm,0.0
2024-11-20,03:00,11.2,Overcast,calm,0.0
2024-11-20,04:00,11.2,Overcast,calm,0.0
2024-11-20,05:00,11.4,Overcast,calm,0.0
2024-11-20,06:00,11.7,Overcast,calm,0.0
2024-11-20,07:00,11.9,Overcast,calm,0.0
2024-11-20,08:00,12.3,Overcast,calm,0.0
2024-11-20,09:00,12.6,Overcast,calm,0.0
2024-11-20,10:00,13.0,Overcast,calm,0.0
2024-11-20,11:00,13.3,Overcast,calm,0.0
2024-11-20,12:00,13.5,Overcast,calm,0.0
2024-11-20,13:00,13.6,Overcast,calm,0.0
2024-11-20,14:00,13.9,Mist,calm,0.0
2024-11-20,15:00,14.1,Mist,calm,0.0
2024-11-20,16:00,14.2,Mist,breezy,0.0
2024-11-20,17:00,14.4,Fog,breezy,0.0
2024-11-20,18:00,14.5,Fog,breezy,0.0
2024-11-20,19:00,14.6,Fog,breezy,0.0
2024-11-20,20:00,14.7,Fog,breezy,0.0
2024-11-20,21:00,14.8,Fog,breezy,0.0
2024-11-20,22:00,13.0,Fog,breezy,0.0
2024-11-20,23:00,13.4,Overcast,breezy,0.0
2024-11-21,00:00,13.9,Moderate or heavy rain shower,breezy,4.01
2024-11-21,01:00,14.2,Moderate or heavy rain shower,breezy,6.02
2024-11-21,02:00,13.4,Heavy rain,breezy,8.02
2024-11-21,03:00,12.6,Heavy rain,windy,5.48
2024-11-21,04:00,11.8,Heavy rain,windy,4.21
2024-11-21,05:00,10.7,Moderate or heavy rain shower,windy,2.94
2024-11-21,06:00,9.8,Moderate or heavy rain shower,breezy,1.47
2024-11-21,07:00,9.0,Moderate or heavy rain shower,windy,0.74
2024-11-21,08:00,8.9,Sunny,windy,0.0
2024-11-21,09:00,8.9,Sunny,windy,0.0
2024-11-21,10:00,9.1,Sunny,windy,0.0
2024-11-21,11:00,9.8,Sunny,windy,0.0
2024-11-21,12:00,10.5,Sunny,windy,0.0
2024-11-21,13:00,11.1,Sunny,windy,0.0
2024-11-21,14:00,11.7,Sunny,windy,0.0
